TURNO;NOME_AGENTE;COR_PECA;PLY_TIME;MAX DEPTH; MAX BRANCH; BFACTOR; TOTAL_NODES;RESULTADO;
6;MINIMAX_T;1;2.266;5;25;14.0;1020146; ;
7;MINIMAX_T;2;2.449;5;24;15.0;1005561; ;
8;MINIMAX_T;1;1.741;5;24;13.0;717224; ;
9;MINIMAX_T;2;1.47;5;23;15.0;671023; ;
10;MINIMAX_T;1;1.258;5;24;13.0;562549; ;
11;MINIMAX_T;2;1.842;5;24;14.0;832741; ;
12;MINIMAX_T;1;1.485;5;24;14.0;663193; ;
13;MINIMAX_T;2;1.299;5;23;14.0;397061; ;
14;MINIMAX_T;1;1.119;5;24;13.0;514812; ;
15;MINIMAX_T;2;1.81;5;24;14.0;832741; ;
16;MINIMAX_T;1;1.519;5;24;14.0;663193; ;
17;MINIMAX_T;2;0.916;5;23;14.0;397061; ;
18;MINIMAX_T;1;1.11;5;24;13.0;514812; ;
19;MINIMAX_T;2;1.942;5;24;14.0;832741; ;
20;MINIMAX_T;1;1.607;5;24;14.0;663193; ;
21;MINIMAX_T;2;0.999;5;23;14.0;397061; ;
22;MINIMAX_T;1;1.068;5;24;13.0;514812; ;
23;MINIMAX_T;2;1.719;5;24;14.0;832741; ;
24;MINIMAX_T;1;1.504;5;24;14.0;663193; ;
25;MINIMAX_T;2;1.013;5;23;14.0;397061; ;
26;MINIMAX_T;1;1.178;5;24;13.0;514812; ;
27;MINIMAX_T;2;2.093;5;24;14.0;832741; ;
28;MINIMAX_T;1;1.618;5;24;14.0;663193; ;
29;MINIMAX_T;2;0.875;5;23;14.0;397061; ;
30;MINIMAX_T;1;1.112;5;24;13.0;514812;EMPATE;
1;MINIMAX_T;1;0.46;5;20;13.0;178496; ;
2;MINIMAX_T;2;0.539;5;20;12.0;251843; ;
3;MINIMAX_T;1;0.993;5;24;13.0;463102; ;
4;MINIMAX_T;2;1.284;5;23;14.0;601368; ;
5;MINIMAX_T;1;1.437;5;23;13.0;638760; ;
6;MINIMAX_T;2;3.13;5;24;15.0;1290483; ;
7;MINIMAX_T;1;2.599;5;25;15.0;1232443; ;
8;MINIMAX_T;2;2.425;5;25;13.0;1031896; ;
9;MINIMAX_T;1;1.71;5;27;14.0;714014; ;
10;MINIMAX_T;2;1.111;5;23;13.0;456746; ;
11;MINIMAX_T;1;1.493;5;25;13.0;552491; ;
12;MINIMAX_T;2;1.976;5;24;15.0;964393; ;
13;MINIMAX_T;1;1.28;5;24;13.0;554096; ;
14;MINIMAX_T;2;1.135;5;24;15.0;511245; ;
15;MINIMAX_T;1;0.965;5;22;12.0;411282; ;
16;MINIMAX_T;2;1.68;5;24;15.0;811401; ;
17;MINIMAX_T;1;1.787;5;25;14.0;672107; ;
18;MINIMAX_T;2;1.451;5;23;13.0;660505; ;
19;MINIMAX_T;1;1.82;5;25;14.0;806260; ;
20;MINIMAX_T;2;1.192;5;23;14.0;517902; ;
21;MINIMAX_T;1;0.974;5;22;13.0;415322; ;
22;MINIMAX_T;2;0.935;5;23;13.0;447857; ;
23;MINIMAX_T;1;1.274;5;26;14.0;597269; ;
24;MINIMAX_T;2;0.92;5;23;13.0;381673; ;
25;MINIMAX_T;1;1.146;5;23;13.0;415083; ;
26;MINIMAX_T;2;1.102;5;25;14.0;516222; ;
27;MINIMAX_T;1;1.083;5;25;12.0;521177; ;
28;MINIMAX_T;2;1.725;5;25;16.0;755171; ;
29;MINIMAX_T;1;0.913;5;23;13.0;380147; ;
30;MINIMAX_T;2;1.27;5;25;15.0;603533;EMPATE;
1;MINIMAX_T;2;0.511;5;20;13.0;178496; ;
2;MINIMAX_T;1;0.547;5;20;12.0;251843; ;
3;MINIMAX_T;2;0.978;5;24;13.0;463102; ;
4;MINIMAX_T;1;1.748;5;24;13.0;825619; ;
5;MINIMAX_T;2;2.818;5;23;14.0;1179382; ;
6;MINIMAX_T;1;2.335;5;25;14.0;1020146; ;
7;MINIMAX_T;2;2.193;5;24;15.0;1005561; ;
8;MINIMAX_T;1;1.602;5;24;13.0;717224; ;
9;MINIMAX_T;2;1.579;5;23;15.0;671023; ;
10;MINIMAX_T;1;1.784;5;26;14.0;597653; ;
11;MINIMAX_T;2;1.493;5;23;14.0;732488; ;
12;MINIMAX_T;1;1.544;5;26;14.0;651551; ;
13;MINIMAX_T;2;1.407;5;23;14.0;653235; ;
14;MINIMAX_T;1;1.619;5;25;16.0;721655; ;
15;MINIMAX_T;2;1.574;5;24;14.0;709002; ;
16;MINIMAX_T;1;2.583;5;24;15.0;1077732; ;
17;MINIMAX_T;2;1.863;5;26;15.0;809589; ;
18;MINIMAX_T;1;1.402;5;25;13.0;568326; ;
19;MINIMAX_T;2;1.649;5;26;15.0;750442; ;
20;MINIMAX_T;1;1.056;5;22;13.0;438033; ;
21;MINIMAX_T;2;1.02;5;24;14.0;431684; ;
22;MINIMAX_T;1;0.915;5;23;13.0;365907; ;
23;MINIMAX_T;2;1.023;5;23;14.0;501553; ;
24;MINIMAX_T;1;1.607;5;26;14.0;758272; ;
25;MINIMAX_T;2;1.498;5;24;14.0;669163; ;
26;MINIMAX_T;1;1.112;5;23;13.0;453885; ;
27;MINIMAX_T;2;1.091;5;23;14.0;501553; ;
28;MINIMAX_T;1;1.711;5;26;14.0;758272; ;
29;MINIMAX_T;2;1.612;5;24;14.0;669163; ;
30;MINIMAX_T;1;1.106;5;23;13.0;453885;EMPATE;
1;MINIMAX_T;1;0.466;5;20;13.0;178496; ;
2;MINIMAX_T;2;0.523;5;20;12.0;251843; ;
3;MINIMAX_T;1;0.984;5;24;13.0;463102; ;
4;MINIMAX_T;2;1.275;5;23;14.0;601368; ;
5;MINIMAX_T;1;1.396;5;23;13.0;638760; ;
6;MINIMAX_T;2;2.746;5;24;15.0;1290483; ;
7;MINIMAX_T;1;3.051;5;25;15.0;1232443; ;
8;MINIMAX_T;2;2.343;5;25;13.0;1031896; ;
9;MINIMAX_T;1;2.986;5;25;15.0;1394423; ;
10;MINIMAX_T;2;2.617;5;24;14.0;961287; ;
11;MINIMAX_T;1;1.369;5;26;14.0;566981; ;
12;MINIMAX_T;2;1.506;5;26;13.0;712358; ;
13;MINIMAX_T;1;1.784;5;26;14.0;786141; ;
14;MINIMAX_T;2;1.703;5;22;14.0;781209; ;
15;MINIMAX_T;1;1.538;5;22;12.0;487532; ;
16;MINIMAX_T;2;1.354;5;26;15.0;606002; ;
17;MINIMAX_T;1;1.172;5;23;13.0;487470; ;
18;MINIMAX_T;2;1.655;5;23;14.0;769847; ;
19;MINIMAX_T;1;1.788;5;24;14.0;808987; ;
20;MINIMAX_T;2;1.628;5;26;15.0;715117; ;
21;MINIMAX_T;1;1.514;5;24;14.0;712812; ;
22;MINIMAX_T;2;2.274;5;24;16.0;901151; ;
23;MINIMAX_T;1;1.124;5;24;12.0;462882; ;
24;MINIMAX_T;2;1.676;5;26;16.0;792553; ;
25;MINIMAX_T;1;1.606;5;22;13.0;700874; ;
26;MINIMAX_T;2;1.906;5;24;15.0;819573; ;
27;MINIMAX_T;1;1.154;5;23;13.0;484797; ;
28;MINIMAX_T;2;1.543;5;26;16.0;708719; ;
29;MINIMAX_T;1;0.993;5;25;11.0;293612; ;
30;MINIMAX_T;2;1.279;5;26;16.0;600484;EMPATE;
1;MINIMAX_T;2;0.503;5;20;13.0;178496; ;
2;MINIMAX_T;1;0.565;5;20;12.0;251843; ;
3;MINIMAX_T;2;0.995;5;24;13.0;463102; ;
4;MINIMAX_T;1;1.738;5;24;13.0;825619; ;
5;MINIMAX_T;2;2.633;5;23;14.0;1179382; ;
6;MINIMAX_T;1;2.489;5;25;14.0;1020146; ;
7;MINIMAX_T;2;2.334;5;24;15.0;1005561; ;
8;MINIMAX_T;1;1.692;5;24;13.0;717224; ;
9;MINIMAX_T;2;1.442;5;23;15.0;671023; ;
10;MINIMAX_T;1;1.259;5;24;13.0;562549; ;
11;MINIMAX_T;2;2.023;5;24;14.0;832741; ;
12;MINIMAX_T;1;1.484;5;24;14.0;663193; ;
13;MINIMAX_T;2;1.0;5;23;14.0;397061; ;
14;MINIMAX_T;1;1.039;5;24;13.0;514812; ;
15;MINIMAX_T;2;1.613;5;23;14.0;784868; ;
16;MINIMAX_T;1;1.796;5;26;14.0;766590; ;
17;MINIMAX_T;2;1.28;5;23;14.0;600375; ;
18;MINIMAX_T;1;1.424;5;24;13.0;514812; ;
19;MINIMAX_T;2;1.892;5;24;14.0;832741; ;
20;MINIMAX_T;1;1.63;5;24;14.0;663193; ;
21;MINIMAX_T;2;0.907;5;23;14.0;397061; ;
22;MINIMAX_T;1;1.123;5;24;13.0;514812; ;
23;MINIMAX_T;2;1.647;5;23;14.0;784868; ;
24;MINIMAX_T;1;1.802;5;26;14.0;766590; ;
25;MINIMAX_T;2;1.656;5;24;14.0;676158; ;
26;MINIMAX_T;1;1.823;5;23;14.0;811222; ;
27;MINIMAX_T;2;1.284;5;22;14.0;549600; ;
28;MINIMAX_T;1;1.004;5;20;13.0;447670; ;
29;MINIMAX_T;2;0.951;5;21;13.0;417473; ;
30;MINIMAX_T;1;1.903;5;26;14.0;934291;EMPATE;
1;MINIMAX_T;1;0.603;5;20;13.0;178496; ;
2;MINIMAX_T;2;0.529;5;20;12.0;251843; ;
3;MINIMAX_T;1;1.028;5;24;13.0;463102; ;
4;MINIMAX_T;2;1.397;5;23;14.0;601368; ;
5;MINIMAX_T;1;1.444;5;23;13.0;638760; ;
6;MINIMAX_T;2;2.527;5;24;15.0;1290483; ;
7;MINIMAX_T;1;2.809;5;25;15.0;1232443; ;
8;MINIMAX_T;2;2.213;5;26;14.0;949600; ;
9;MINIMAX_T;1;2.965;5;24;15.0;1161002; ;
10;MINIMAX_T;2;2.847;5;26;16.0;1302514; ;
11;MINIMAX_T;1;2.404;5;26;13.0;952043; ;
12;MINIMAX_T;2;2.642;5;25;17.0;1055342; ;
13;MINIMAX_T;1;1.474;5;24;14.0;617408; ;
14;MINIMAX_T;2;1.664;5;25;15.0;764175; ;
15;MINIMAX_T;1;1.418;5;24;13.0;629370; ;
16;MINIMAX_T;2;2.115;5;25;15.0;778189; ;
17;MINIMAX_T;1;0.967;5;24;13.0;415531; ;
18;MINIMAX_T;2;1.233;5;26;14.0;576841; ;
19;MINIMAX_T;1;1.259;5;24;14.0;594589; ;
20;MINIMAX_T;2;1.417;5;23;13.0;631553; ;
21;MINIMAX_T;1;1.393;5;22;14.0;583598; ;
22;MINIMAX_T;2;1.21;5;25;14.0;526037; ;
23;MINIMAX_T;1;1.214;5;22;14.0;586359; ;
24;MINIMAX_T;2;1.457;5;23;14.0;532120; ;
25;MINIMAX_T;1;0.85;5;22;13.0;358758; ;
26;MINIMAX_T;2;0.824;5;22;13.0;367472; ;
27;MINIMAX_T;1;1.129;5;22;14.0;565352; ;
28;MINIMAX_T;2;1.205;5;25;14.0;525510; ;
29;MINIMAX_T;1;0.791;5;22;13.0;358758; ;
30;MINIMAX_T;2;0.86;5;22;13.0;367472;EMPATE;
1;MINIMAX_T;2;0.444;5;20;13.0;178496; ;
2;MINIMAX_T;1;0.558;5;20;12.0;251843; ;
3;MINIMAX_T;2;0.881;5;24;13.0;463102; ;
4;MINIMAX_T;1;1.917;5;24;13.0;825619; ;
5;MINIMAX_T;2;2.517;5;23;14.0;1179382; ;
6;MINIMAX_T;1;2.352;5;25;14.0;1020146; ;
7;MINIMAX_T;2;2.179;5;24;15.0;1005561; ;
8;MINIMAX_T;1;1.677;5;24;13.0;717224; ;
9;MINIMAX_T;2;1.739;5;23;15.0;671023; ;
10;MINIMAX_T;1;1.403;5;26;14.0;597653; ;
11;MINIMAX_T;2;1.58;5;23;14.0;732488; ;
12;MINIMAX_T;1;1.485;5;26;14.0;651551; ;
13;MINIMAX_T;2;1.448;5;23;14.0;653235; ;
14;MINIMAX_T;1;1.594;5;25;16.0;721655; ;
15;MINIMAX_T;2;1.651;5;24;14.0;709002; ;
16;MINIMAX_T;1;2.65;5;24;15.0;1077732; ;
17;MINIMAX_T;2;1.893;5;26;15.0;809589; ;
18;MINIMAX_T;1;1.638;5;23;14.0;733228; ;
19;MINIMAX_T;2;1.646;5;26;14.0;771658; ;
20;MINIMAX_T;1;1.044;5;22;13.0;438033; ;
21;MINIMAX_T;2;1.276;5;24;14.0;431684; ;
22;MINIMAX_T;1;0.999;5;24;13.0;470591; ;
23;MINIMAX_T;2;1.536;5;26;15.0;750442; ;
24;MINIMAX_T;1;1.033;5;22;13.0;438033; ;
25;MINIMAX_T;2;0.959;5;24;14.0;431684; ;
26;MINIMAX_T;1;1.046;5;24;13.0;470591; ;
27;MINIMAX_T;2;1.538;5;26;15.0;750442; ;
28;MINIMAX_T;1;1.082;5;22;13.0;438033; ;
29;MINIMAX_T;2;1.002;5;24;14.0;431684; ;
30;MINIMAX_T;1;0.988;5;24;13.0;470591;EMPATE;
1;MINIMAX_T;1;0.684;5;20;13.0;178496; ;
2;MINIMAX_T;2;0.601;5;20;12.0;251843; ;
3;MINIMAX_T;1;0.97;5;24;13.0;463102; ;
4;MINIMAX_T;2;1.255;5;23;14.0;601368; ;
5;MINIMAX_T;1;1.413;5;23;13.0;638760; ;
6;MINIMAX_T;2;2.809;5;24;15.0;1290483; ;
7;MINIMAX_T;1;2.95;5;25;15.0;1232443; ;
8;MINIMAX_T;2;2.613;5;26;14.0;949600; ;
9;MINIMAX_T;1;2.626;5;24;15.0;1161002; ;
10;MINIMAX_T;2;3.024;5;26;16.0;1302514; ;
11;MINIMAX_T;1;2.239;5;26;13.0;952043; ;
12;MINIMAX_T;2;2.37;5;25;17.0;1055342; ;
13;MINIMAX_T;1;1.413;5;24;14.0;617408; ;
14;MINIMAX_T;2;2.123;5;25;14.0;844557; ;
15;MINIMAX_T;1;1.156;5;25;13.0;476561; ;
16;MINIMAX_T;2;1.369;5;25;14.0;647695; ;
17;MINIMAX_T;1;0.92;5;23;14.0;359923; ;
18;MINIMAX_T;2;0.718;5;24;13.0;321339; ;
19;MINIMAX_T;1;0.661;5;24;13.0;292672; ;
20;MINIMAX_T;2;1.148;5;25;15.0;539180; ;
21;MINIMAX_T;1;0.905;5;21;13.0;331092; ;
22;MINIMAX_T;2;1.07;5;25;14.0;544864; ;
23;MINIMAX_T;1;1.699;5;25;13.0;674967; ;
24;MINIMAX_T;2;1.842;5;25;16.0;816684; ;
25;MINIMAX_T;1;1.144;5;23;13.0;458799; ;
26;MINIMAX_T;2;1.645;5;26;15.0;788784; ;
27;MINIMAX_T;1;1.546;5;23;13.0;669853; ;
28;MINIMAX_T;2;2.1;5;27;15.0;956796; ;
29;MINIMAX_T;1;1.546;5;24;13.0;681313; ;
30;MINIMAX_T;2;1.886;5;27;16.0;696848;EMPATE;
1;MINIMAX_T;2;0.508;5;20;13.0;178496; ;
2;MINIMAX_T;1;0.514;5;20;12.0;251843; ;
3;MINIMAX_T;2;1.006;5;24;13.0;463102; ;
4;MINIMAX_T;1;1.7;5;24;13.0;825619; ;
5;MINIMAX_T;2;2.502;5;23;14.0;1179382; ;
6;MINIMAX_T;1;2.629;5;25;14.0;1020146; ;
7;MINIMAX_T;2;2.318;5;24;15.0;1005561; ;
8;MINIMAX_T;1;1.684;5;24;13.0;717224; ;
9;MINIMAX_T;2;1.48;5;23;15.0;671023; ;
10;MINIMAX_T;1;1.307;5;26;14.0;597653; ;
11;MINIMAX_T;2;1.801;5;23;14.0;732488; ;
12;MINIMAX_T;1;1.444;5;26;14.0;651551; ;
13;MINIMAX_T;2;1.459;5;23;14.0;653235; ;
14;MINIMAX_T;1;1.739;5;26;15.0;786033; ;
15;MINIMAX_T;2;1.715;5;24;14.0;822290; ;
16;MINIMAX_T;1;2.723;5;24;14.0;1139374; ;
17;MINIMAX_T;2;2.274;5;26;16.0;830838; ;
18;MINIMAX_T;1;1.569;5;22;14.0;685569; ;
19;MINIMAX_T;2;1.236;5;24;15.0;541940; ;
20;MINIMAX_T;1;0.802;5;23;12.0;363997; ;
21;MINIMAX_T;2;0.991;5;24;15.0;458964; ;
22;MINIMAX_T;1;0.622;5;20;12.0;269835; ;
23;MINIMAX_T;2;0.825;5;23;14.0;364592; ;
24;MINIMAX_T;1;0.817;5;22;12.0;286121; ;
25;MINIMAX_T;2;0.77;5;24;14.0;352748; ;
26;MINIMAX_T;1;0.472;5;24;11.0;211608; ;
27;MINIMAX_T;2;1.12;5;26;16.0;541603; ;
28;MINIMAX_T;1;0.853;5;26;11.0;371421; ;
29;MINIMAX_T;2;1.252;5;25;17.0;571760; ;
30;MINIMAX_T;1;0.515;5;24;11.0;211608;EMPATE;
1;MINIMAX_T;1;0.437;5;20;13.0;178496; ;
2;MINIMAX_T;2;0.534;5;20;12.0;251843; ;
3;MINIMAX_T;1;1.013;5;24;13.0;463102; ;
4;MINIMAX_T;2;1.281;5;23;14.0;601368; ;
5;MINIMAX_T;1;1.428;5;23;13.0;638760; ;
6;MINIMAX_T;2;2.84;5;24;15.0;1290483; ;
7;MINIMAX_T;1;2.853;5;25;15.0;1232443; ;
8;MINIMAX_T;2;2.236;5;25;13.0;1031896; ;
9;MINIMAX_T;1;3.13;5;25;15.0;1394423; ;
10;MINIMAX_T;2;2.846;5;24;14.0;961287; ;
11;MINIMAX_T;1;1.277;5;26;14.0;566981; ;
12;MINIMAX_T;2;1.481;5;26;13.0;712358; ;
13;MINIMAX_T;1;1.76;5;26;14.0;786141; ;
14;MINIMAX_T;2;2.183;5;22;14.0;781209; ;
15;MINIMAX_T;1;1.955;5;26;14.0;885785; ;
16;MINIMAX_T;2;1.353;5;23;14.0;607121; ;
17;MINIMAX_T;1;0.852;5;22;13.0;365894; ;
18;MINIMAX_T;2;0.886;5;23;14.0;411864; ;
19;MINIMAX_T;1;0.853;5;23;13.0;377294; ;
20;MINIMAX_T;2;0.922;5;21;13.0;422721; ;
21;MINIMAX_T;1;1.022;5;24;13.0;306366; ;
22;MINIMAX_T;2;1.109;5;24;13.0;467026; ;
23;MINIMAX_T;1;1.064;5;25;14.0;526308; ;
24;MINIMAX_T;2;1.014;5;22;13.0;441151; ;
25;MINIMAX_T;1;0.708;5;24;13.0;303786; ;
26;MINIMAX_T;2;0.82;5;22;13.0;393178; ;
27;MINIMAX_T;1;1.088;5;25;14.0;516168; ;
28;MINIMAX_T;2;0.857;5;20;13.0;376816; ;
29;MINIMAX_T;1;0.665;5;21;13.0;298797; ;
30;MINIMAX_T;2;0.842;5;22;13.0;393178;EMPATE;
1;MINIMAX_T;2;0.476;5;20;13.0;178496; ;
2;MINIMAX_T;1;0.565;5;20;12.0;251843; ;
3;MINIMAX_T;2;1.076;5;24;13.0;463102; ;
4;MINIMAX_T;1;1.727;5;24;13.0;825619; ;
5;MINIMAX_T;2;2.669;5;23;14.0;1179382; ;
6;MINIMAX_T;1;2.263;5;25;14.0;1020146; ;
7;MINIMAX_T;2;2.222;5;24;15.0;1005561; ;
8;MINIMAX_T;1;1.735;5;24;13.0;717224; ;
9;MINIMAX_T;2;1.866;5;23;15.0;671023; ;
10;MINIMAX_T;1;1.243;5;24;13.0;562549; ;
11;MINIMAX_T;2;1.745;5;24;14.0;832741; ;
12;MINIMAX_T;1;1.588;5;24;14.0;663193; ;
13;MINIMAX_T;2;0.939;5;23;14.0;397061; ;
14;MINIMAX_T;1;1.265;5;26;14.0;596155; ;
15;MINIMAX_T;2;1.437;5;23;14.0;498916; ;
16;MINIMAX_T;1;1.414;5;23;13.0;623927; ;
17;MINIMAX_T;2;2.116;5;24;15.0;944724; ;
18;MINIMAX_T;1;1.404;5;26;14.0;596155; ;
19;MINIMAX_T;2;1.142;5;23;14.0;498916; ;
20;MINIMAX_T;1;1.396;5;23;13.0;623927; ;
21;MINIMAX_T;2;2.165;5;24;15.0;944724; ;
22;MINIMAX_T;1;1.638;5;26;14.0;596155; ;
23;MINIMAX_T;2;1.086;5;23;14.0;498916; ;
24;MINIMAX_T;1;1.375;5;23;13.0;623927; ;
25;MINIMAX_T;2;1.944;5;24;15.0;944724; ;
26;MINIMAX_T;1;1.368;5;26;14.0;596155; ;
27;MINIMAX_T;2;1.147;5;23;14.0;498916; ;
28;MINIMAX_T;1;1.572;5;23;13.0;623927; ;
29;MINIMAX_T;2;2.029;5;24;15.0;944724; ;
30;MINIMAX_T;1;1.42;5;26;14.0;596155;EMPATE;
1;MINIMAX_T;1;0.463;5;20;13.0;178496; ;
2;MINIMAX_T;2;0.532;5;20;12.0;251843; ;
3;MINIMAX_T;1;0.99;5;24;13.0;463102; ;
4;MINIMAX_T;2;1.299;5;23;14.0;601368; ;
5;MINIMAX_T;1;1.404;5;23;13.0;638760; ;
6;MINIMAX_T;2;2.954;5;24;15.0;1290483; ;
7;MINIMAX_T;1;2.856;5;25;15.0;1232443; ;
8;MINIMAX_T;2;2.217;5;26;14.0;949600; ;
9;MINIMAX_T;1;2.009;5;26;14.0;902630; ;
10;MINIMAX_T;2;2.254;5;27;16.0;938329; ;
11;MINIMAX_T;1;1.465;5;23;13.0;632155; ;
12;MINIMAX_T;2;1.426;5;26;13.0;654143; ;
13;MINIMAX_T;1;1.363;5;25;13.0;613226; ;
14;MINIMAX_T;2;1.674;5;26;14.0;753461; ;
15;MINIMAX_T;1;1.286;5;26;12.0;575952; ;
16;MINIMAX_T;2;2.529;5;25;17.0;1134269; ;
17;MINIMAX_T;1;1.668;5;25;14.0;693587; ;
18;MINIMAX_T;2;1.842;5;26;15.0;902995; ;
19;MINIMAX_T;1;1.674;5;24;14.0;739170; ;
20;MINIMAX_T;2;1.833;5;26;15.0;841386; ;
21;MINIMAX_T;1;1.763;5;22;14.0;684722; ;
22;MINIMAX_T;2;1.279;5;23;13.0;506528; ;
23;MINIMAX_T;1;1.103;5;23;14.0;527475; ;
24;MINIMAX_T;2;0.728;5;22;12.0;302395; ;
25;MINIMAX_T;1;0.773;5;22;14.0;354817; ;
26;MINIMAX_T;2;1.144;5;22;12.0;528863; ;
27;MINIMAX_T;1;1.219;5;24;15.0;582664; ;
28;MINIMAX_T;2;1.431;5;23;13.0;666548; ;
29;MINIMAX_T;1;1.955;5;23;14.0;711435; ;
30;MINIMAX_T;2;1.308;5;25;14.0;563942;EMPATE;
1;MINIMAX_T;2;0.492;5;20;13.0;178496; ;
2;MINIMAX_T;1;0.516;5;20;12.0;251843; ;
3;MINIMAX_T;2;0.969;5;24;13.0;463102; ;
4;MINIMAX_T;1;1.637;5;24;13.0;825619; ;
5;MINIMAX_T;2;2.623;5;23;14.0;1179382; ;
6;MINIMAX_T;1;2.668;5;25;14.0;1020146; ;
7;MINIMAX_T;2;2.325;5;24;15.0;1005561; ;
8;MINIMAX_T;1;1.69;5;24;13.0;717224; ;
9;MINIMAX_T;2;1.484;5;23;15.0;671023; ;
10;MINIMAX_T;1;1.234;5;24;13.0;562549; ;
11;MINIMAX_T;2;1.908;5;24;14.0;832741; ;
12;MINIMAX_T;1;1.54;5;24;14.0;663193; ;
13;MINIMAX_T;2;0.934;5;23;14.0;397061; ;
14;MINIMAX_T;1;1.127;5;24;13.0;514812; ;
15;MINIMAX_T;2;1.818;5;24;14.0;832741; ;
16;MINIMAX_T;1;1.499;5;24;14.0;663193; ;
17;MINIMAX_T;2;0.967;5;23;14.0;397061; ;
18;MINIMAX_T;1;1.146;5;24;13.0;514812; ;
19;MINIMAX_T;2;1.991;5;24;14.0;832741; ;
20;MINIMAX_T;1;1.462;5;24;14.0;663193; ;
21;MINIMAX_T;2;0.993;5;23;14.0;397061; ;
22;MINIMAX_T;1;1.215;5;24;13.0;514812; ;
23;MINIMAX_T;2;1.852;5;24;14.0;832741; ;
24;MINIMAX_T;1;1.468;5;24;14.0;663193; ;
25;MINIMAX_T;2;0.964;5;23;14.0;397061; ;
26;MINIMAX_T;1;1.34;5;24;13.0;514812; ;
27;MINIMAX_T;2;1.631;5;24;14.0;832741; ;
28;MINIMAX_T;1;1.589;5;24;14.0;663193; ;
29;MINIMAX_T;2;0.987;5;23;14.0;397061; ;
30;MINIMAX_T;1;1.158;5;24;13.0;514812;EMPATE;
1;MINIMAX_T;1;0.465;5;20;13.0;178496; ;
2;MINIMAX_T;2;0.535;5;20;12.0;251843; ;
3;MINIMAX_T;1;1.021;5;24;13.0;463102; ;
4;MINIMAX_T;2;1.29;5;23;14.0;601368; ;
5;MINIMAX_T;1;1.486;5;23;13.0;638760; ;
6;MINIMAX_T;2;2.996;5;24;15.0;1290483; ;
7;MINIMAX_T;1;2.878;5;25;15.0;1232443; ;
8;MINIMAX_T;2;2.119;5;26;14.0;949600; ;
9;MINIMAX_T;1;2.209;5;26;14.0;902630; ;
10;MINIMAX_T;2;2.268;5;27;16.0;938329; ;
11;MINIMAX_T;1;1.434;5;23;13.0;632155; ;
12;MINIMAX_T;2;1.5;5;26;13.0;654143; ;
13;MINIMAX_T;1;0.91;5;22;13.0;402839; ;
14;MINIMAX_T;2;0.777;5;22;12.0;339291; ;
15;MINIMAX_T;1;0.593;5;24;14.0;288028; ;
16;MINIMAX_T;2;0.63;5;23;11.0;274877; ;
17;MINIMAX_T;1;1.225;5;26;14.0;446149; ;
18;MINIMAX_T;2;1.254;5;26;12.0;568334; ;
19;MINIMAX_T;1;1.144;5;27;16.0;559392; ;
20;MINIMAX_T;2;0.774;5;25;11.0;331558; ;
21;MINIMAX_T;1;1.351;5;27;17.0;654419; ;
22;MINIMAX_T;2;0.904;5;26;11.0;352561; ;
23;MINIMAX_T;1;1.715;5;26;16.0;861106;VITORIA;
1;MINIMAX_T;2;0.536;5;20;13.0;178496; ;
2;MINIMAX_T;1;0.616;5;20;12.0;251843; ;
3;MINIMAX_T;2;0.955;5;24;13.0;463102; ;
4;MINIMAX_T;1;2.01;5;24;13.0;812792; ;
5;MINIMAX_T;2;2.15;5;27;15.0;1032882; ;
6;MINIMAX_T;1;2.17;5;27;13.0;996187; ;
7;MINIMAX_T;2;3.439;5;27;16.0;1574892; ;
8;MINIMAX_T;1;3.287;5;27;14.0;1251181; ;
9;MINIMAX_T;2;2.581;5;25;14.0;1113375; ;
10;MINIMAX_T;1;1.583;5;22;14.0;621227; ;
11;MINIMAX_T;2;1.035;5;25;12.0;495352; ;
12;MINIMAX_T;1;0.941;5;23;15.0;417006; ;
13;MINIMAX_T;2;0.699;5;21;11.0;200766; ;
14;MINIMAX_T;1;0.92;5;23;15.0;444803; ;
15;MINIMAX_T;2;0.601;5;23;12.0;268191; ;
16;MINIMAX_T;1;0.66;5;23;14.0;266903; ;
17;MINIMAX_T;2;0.565;5;23;11.0;284986; ;
18;MINIMAX_T;1;1.201;5;26;15.0;602426; ;
19;MINIMAX_T;2;0.425;5;23;12.0;268191; ;
20;MINIMAX_T;1;0.704;5;23;14.0;266903; ;
21;MINIMAX_T;2;0.479;5;23;11.0;284986; ;
22;MINIMAX_T;1;1.112;5;26;15.0;503764; ;
23;MINIMAX_T;2;0.861;5;23;12.0;370971; ;
24;MINIMAX_T;1;1.391;5;25;16.0;645627; ;
25;MINIMAX_T;2;1.25;5;23;12.0;361038; ;
26;MINIMAX_T;1;1.346;5;25;15.0;617350; ;
27;MINIMAX_T;2;1.277;5;25;12.0;565380; ;
28;MINIMAX_T;1;2.15;5;26;16.0;1012227; ;
29;MINIMAX_T;2;1.35;5;25;12.0;528727; ;
30;MINIMAX_T;1;1.747;5;26;16.0;817115;EMPATE;
1;MINIMAX_T;1;0.522;5;20;13.0;178496; ;
2;MINIMAX_T;2;0.548;5;20;12.0;251843; ;
3;MINIMAX_T;1;1.168;5;24;13.0;463102; ;
4;MINIMAX_T;2;1.268;5;23;14.0;601368; ;
5;MINIMAX_T;1;1.362;5;23;13.0;638760; ;
6;MINIMAX_T;2;2.719;5;24;15.0;1290483; ;
7;MINIMAX_T;1;2.697;5;25;15.0;1232443; ;
