TURNO;NOME_AGENTE;COR_PECA;PLY_TIME;MAX DEPTH; MAX BRANCH; BFACTOR; TOTAL_NODES;RESULTADO;
5;MINIMAX;2;0.064;4;22;14.0;50773; ;
6;MINIMAX;1;0.082;4;26;17.0;61744; ;
7;MINIMAX;2;0.081;4;25;12.0;56841; ;
8;MINIMAX;1;0.067;4;27;19.0;51893; ;
9;MINIMAX;2;0.065;4;26;10.0;50839; ;
10;MINIMAX;1;0.028;4;25;16.0;23657; ;
11;MINIMAX;2;0.052;4;25;11.0;39749; ;
12;MINIMAX;1;0.05;4;26;17.0;39437; ;
13;MINIMAX;2;0.04;4;25;11.0;32274; ;
14;MINIMAX;1;0.031;4;26;17.0;23462; ;
15;MINIMAX;2;0.06;4;26;12.0;48433; ;
16;MINIMAX;1;0.039;4;25;16.0;30448; ;
17;MINIMAX;2;0.05;4;25;11.0;38080; ;
18;MINIMAX;1;0.03;4;25;17.0;21949; ;
19;MINIMAX;2;0.078;4;23;12.0;63549; ;
20;MINIMAX;1;0.046;4;23;16.0;35668; ;
21;MINIMAX;2;0.059;4;20;13.0;46676; ;
22;MINIMAX;1;0.05;4;21;15.0;38862; ;
23;MINIMAX;2;0.053;4;23;15.0;40861; ;
24;MINIMAX;1;0.063;4;20;13.0;49949; ;
25;MINIMAX;2;0.038;4;22;14.0;27786; ;
26;MINIMAX;1;0.047;4;21;13.0;35274; ;
27;MINIMAX;2;0.059;4;26;17.0;44390; ;
28;MINIMAX;1;0.059;4;21;12.0;45074; ;
29;MINIMAX;2;0.039;4;22;14.0;27786; ;
30;MINIMAX;1;0.047;4;21;13.0;35274;EMPATE;
1;MINIMAX;1;0.021;4;16;11.0;13602; ;
2;MINIMAX;2;0.026;4;19;13.0;19638; ;
3;MINIMAX;1;0.051;4;20;14.0;34205; ;
4;MINIMAX;2;0.053;4;20;13.0;41096; ;
5;MINIMAX;1;0.061;4;23;16.0;46937; ;
6;MINIMAX;2;0.11;4;23;15.0;84630; ;
7;MINIMAX;1;0.084;4;22;16.0;64392; ;
8;MINIMAX;2;0.102;4;25;17.0;81501; ;
9;MINIMAX;1;0.096;4;21;15.0;73104; ;
10;MINIMAX;2;0.072;4;24;16.0;56510; ;
11;MINIMAX;1;0.088;4;21;14.0;67015; ;
12;MINIMAX;2;0.056;4;23;14.0;43626; ;
13;MINIMAX;1;0.043;4;20;14.0;30858; ;
14;MINIMAX;2;0.072;4;24;16.0;56510; ;
15;MINIMAX;1;0.087;4;21;14.0;67015; ;
16;MINIMAX;2;0.055;4;23;14.0;43626; ;
17;MINIMAX;1;0.042;4;20;14.0;30858; ;
18;MINIMAX;2;0.075;4;24;16.0;56510; ;
19;MINIMAX;1;0.084;4;21;14.0;67015; ;
20;MINIMAX;2;0.058;4;23;14.0;43626; ;
21;MINIMAX;1;0.041;4;20;14.0;30858; ;
22;MINIMAX;2;0.074;4;24;16.0;56510; ;
23;MINIMAX;1;0.084;4;21;14.0;67015; ;
24;MINIMAX;2;0.055;4;23;14.0;43626; ;
25;MINIMAX;1;0.043;4;20;14.0;30858; ;
26;MINIMAX;2;0.075;4;24;16.0;56510; ;
27;MINIMAX;1;0.085;4;21;14.0;67015; ;
28;MINIMAX;2;0.056;4;23;14.0;43626; ;
29;MINIMAX;1;0.041;4;20;14.0;30858; ;
30;MINIMAX;2;0.074;4;24;16.0;56510;EMPATE;
1;MINIMAX;2;0.019;4;16;11.0;13602; ;
2;MINIMAX;1;0.026;4;19;12.0;19624; ;
3;MINIMAX;2;0.041;4;20;14.0;31692; ;
4;MINIMAX;1;0.075;4;23;15.0;56038; ;
5;MINIMAX;2;0.066;4;22;14.0;50773; ;
6;MINIMAX;1;0.077;4;26;17.0;61744; ;
7;MINIMAX;2;0.073;4;25;12.0;56841; ;
8;MINIMAX;1;0.068;4;27;19.0;51893; ;
9;MINIMAX;2;0.066;4;26;10.0;50839; ;
10;MINIMAX;1;0.032;4;25;16.0;23657; ;
11;MINIMAX;2;0.05;4;25;11.0;39749; ;
12;MINIMAX;1;0.049;4;26;17.0;39437; ;
13;MINIMAX;2;0.067;4;26;12.0;51241; ;
14;MINIMAX;1;0.043;4;23;14.0;32803; ;
15;MINIMAX;2;0.045;4;21;13.0;34454; ;
16;MINIMAX;1;0.039;4;22;13.0;29007; ;
17;MINIMAX;2;0.04;4;21;13.0;30318; ;
18;MINIMAX;1;0.051;4;25;16.0;37115; ;
19;MINIMAX;2;0.064;4;24;13.0;49286; ;
20;MINIMAX;1;0.053;4;25;16.0;39456; ;
21;MINIMAX;2;0.06;4;24;12.0;44177; ;
22;MINIMAX;1;0.046;4;22;15.0;32841; ;
23;MINIMAX;2;0.057;4;22;12.0;40956; ;
24;MINIMAX;1;0.047;4;25;16.0;36117; ;
25;MINIMAX;2;0.068;4;25;12.0;51163; ;
26;MINIMAX;1;0.061;4;22;15.0;46921; ;
27;MINIMAX;2;0.065;4;22;13.0;49645; ;
28;MINIMAX;1;0.077;4;25;16.0;59299; ;
29;MINIMAX;2;0.1;4;25;14.0;77106; ;
30;MINIMAX;1;0.067;4;23;15.0;51569;EMPATE;
1;MINIMAX;1;0.018;4;16;11.0;13602; ;
2;MINIMAX;2;0.026;4;19;13.0;19638; ;
3;MINIMAX;1;0.046;4;20;14.0;34205; ;
4;MINIMAX;2;0.053;4;20;13.0;41096; ;
5;MINIMAX;1;0.062;4;23;16.0;46937; ;
6;MINIMAX;2;0.107;4;23;15.0;84630; ;
7;MINIMAX;1;0.083;4;22;16.0;64392; ;
8;MINIMAX;2;0.105;4;25;17.0;81501; ;
9;MINIMAX;1;0.096;4;21;15.0;73104; ;
10;MINIMAX;2;0.073;4;24;16.0;56510; ;
11;MINIMAX;1;0.089;4;21;14.0;67015; ;
12;MINIMAX;2;0.058;4;23;14.0;43626; ;
13;MINIMAX;1;0.04;4;20;14.0;30858; ;
14;MINIMAX;2;0.074;4;24;16.0;56510; ;
15;MINIMAX;1;0.091;4;21;14.0;67015; ;
16;MINIMAX;2;0.058;4;23;14.0;43626; ;
17;MINIMAX;1;0.041;4;20;14.0;30858; ;
18;MINIMAX;2;0.075;4;24;16.0;56510; ;
19;MINIMAX;1;0.089;4;21;14.0;67015; ;
20;MINIMAX;2;0.058;4;23;14.0;43626; ;
21;MINIMAX;1;0.042;4;20;14.0;30858; ;
22;MINIMAX;2;0.076;4;24;16.0;56510; ;
23;MINIMAX;1;0.086;4;21;14.0;67015; ;
24;MINIMAX;2;0.061;4;23;14.0;43626; ;
25;MINIMAX;1;0.041;4;20;14.0;30858; ;
26;MINIMAX;2;0.073;4;24;16.0;56510; ;
27;MINIMAX;1;0.085;4;21;14.0;67015; ;
28;MINIMAX;2;0.057;4;23;14.0;43626; ;
29;MINIMAX;1;0.041;4;20;14.0;30858; ;
30;MINIMAX;2;0.071;4;24;16.0;56510;EMPATE;
1;MINIMAX;2;0.018;4;16;11.0;13602; ;
2;MINIMAX;1;0.03;4;19;12.0;19624; ;
3;MINIMAX;2;0.041;4;20;14.0;31692; ;
4;MINIMAX;1;0.07;4;23;15.0;56230; ;
5;MINIMAX;2;0.068;4;22;14.0;49080; ;
6;MINIMAX;1;0.081;4;26;17.0;61744; ;
7;MINIMAX;2;0.072;4;25;12.0;56841; ;
8;MINIMAX;1;0.064;4;27;19.0;51893; ;
9;MINIMAX;2;0.064;4;26;10.0;50839; ;
10;MINIMAX;1;0.031;4;25;16.0;23657; ;
11;MINIMAX;2;0.052;4;25;11.0;39749; ;
12;MINIMAX;1;0.038;4;25;16.0;28724; ;
13;MINIMAX;2;0.033;4;24;11.0;24526; ;
14;MINIMAX;1;0.037;4;23;15.0;29724; ;
15;MINIMAX;2;0.061;4;20;13.0;47536; ;
16;MINIMAX;1;0.054;4;23;16.0;40940; ;
17;MINIMAX;2;0.086;4;22;14.0;69039; ;
18;MINIMAX;1;0.063;4;22;15.0;50691; ;
19;MINIMAX;2;0.056;4;22;13.0;45488; ;
20;MINIMAX;1;0.057;4;22;16.0;45932; ;
21;MINIMAX;2;0.069;4;24;15.0;52578;VITORIA;
1;MINIMAX;1;0.021;4;16;11.0;13602; ;
2;MINIMAX;2;0.027;4;19;12.0;19624; ;
3;MINIMAX;1;0.041;4;20;14.0;31692; ;
4;MINIMAX;2;0.075;4;23;15.0;56038; ;
5;MINIMAX;1;0.069;4;22;14.0;50773; ;
6;MINIMAX;2;0.08;4;26;17.0;61744; ;
7;MINIMAX;1;0.074;4;25;12.0;56794; ;
8;MINIMAX;2;0.068;4;27;19.0;51882; ;
9;MINIMAX;1;0.078;4;26;12.0;62500; ;
10;MINIMAX;2;0.04;4;25;16.0;30717; ;
11;MINIMAX;1;0.041;4;24;11.0;31821; ;
12;MINIMAX;2;0.037;4;22;14.0;27717; ;
13;MINIMAX;1;0.066;4;21;13.0;50307; ;
14;MINIMAX;2;0.05;4;22;15.0;40810; ;
15;MINIMAX;1;0.065;4;22;14.0;49592; ;
16;MINIMAX;2;0.067;4;22;15.0;55477; ;
17;MINIMAX;1;0.049;4;21;13.0;39028;VITORIA;
1;MINIMAX;2;0.018;4;16;11.0;13602; ;
2;MINIMAX;1;0.025;4;19;12.0;19624; ;
3;MINIMAX;2;0.04;4;20;14.0;31692; ;
4;MINIMAX;1;0.072;4;23;15.0;56038; ;
5;MINIMAX;2;0.068;4;22;14.0;50773; ;
6;MINIMAX;1;0.08;4;26;17.0;61744; ;
7;MINIMAX;2;0.071;4;25;12.0;56841; ;
8;MINIMAX;1;0.067;4;27;19.0;51893; ;
9;MINIMAX;2;0.116;4;25;13.0;89073; ;
10;MINIMAX;1;0.08;4;26;17.0;61824; ;
11;MINIMAX;2;0.1;4;25;14.0;76320; ;
12;MINIMAX;1;0.052;4;23;14.0;40906; ;
13;MINIMAX;2;0.042;4;21;13.0;32677; ;
14;MINIMAX;1;0.045;4;25;16.0;34421; ;
15;MINIMAX;2;0.072;4;21;14.0;55538; ;
16;MINIMAX;1;0.068;4;23;15.0;52225; ;
17;MINIMAX;2;0.061;4;22;14.0;47352; ;
18;MINIMAX;1;0.058;4;22;14.0;44965; ;
19;MINIMAX;2;0.056;4;21;14.0;43012; ;
20;MINIMAX;1;0.044;4;21;13.0;34083; ;
21;MINIMAX;2;0.061;4;22;15.0;44996;VITORIA;
1;MINIMAX;1;0.02;4;16;11.0;13602; ;
2;MINIMAX;2;0.026;4;19;13.0;19638; ;
3;MINIMAX;1;0.044;4;20;14.0;34205; ;
4;MINIMAX;2;0.057;4;21;13.0;42734; ;
5;MINIMAX;1;0.06;4;23;15.0;45274; ;
6;MINIMAX;2;0.089;4;22;16.0;69084; ;
7;MINIMAX;1;0.063;4;21;13.0;47826; ;
8;MINIMAX;2;0.047;4;21;14.0;37036; ;
9;MINIMAX;1;0.04;4;20;12.0;31000; ;
10;MINIMAX;2;0.056;4;23;16.0;40346; ;
11;MINIMAX;1;0.097;4;23;14.0;79361; ;
12;MINIMAX;2;0.111;4;25;16.0;84921; ;
13;MINIMAX;1;0.088;4;22;15.0;68790; ;
14;MINIMAX;2;0.055;4;24;15.0;42988; ;
15;MINIMAX;1;0.051;4;21;13.0;37654; ;
16;MINIMAX;2;0.029;4;19;12.0;21604; ;
17;MINIMAX;1;0.04;4;21;13.0;29674; ;
18;MINIMAX;2;0.056;4;21;13.0;43026; ;
19;MINIMAX;1;0.046;4;21;14.0;35467; ;
20;MINIMAX;2;0.035;4;18;13.0;26319; ;
21;MINIMAX;1;0.043;4;22;14.0;32869; ;
22;MINIMAX;2;0.04;4;19;13.0;30316; ;
23;MINIMAX;1;0.043;4;20;14.0;32951; ;
24;MINIMAX;2;0.046;4;19;13.0;32500; ;
25;MINIMAX;1;0.043;4;22;14.0;32869; ;
26;MINIMAX;2;0.04;4;19;13.0;30316; ;
27;MINIMAX;1;0.044;4;20;14.0;32951; ;
28;MINIMAX;2;0.042;4;19;13.0;32500; ;
29;MINIMAX;1;0.047;4;22;14.0;32869; ;
30;MINIMAX;2;0.04;4;19;13.0;30316;EMPATE;
1;MINIMAX;2;0.018;4;16;11.0;13602; ;
2;MINIMAX;1;0.027;4;19;12.0;19624; ;
3;MINIMAX;2;0.039;4;20;14.0;31692; ;
4;MINIMAX;1;0.074;4;23;15.0;56230; ;
5;MINIMAX;2;0.064;4;22;14.0;49080; ;
6;MINIMAX;1;0.08;4;26;17.0;61744; ;
7;MINIMAX;2;0.076;4;25;12.0;56841; ;
8;MINIMAX;1;0.065;4;27;19.0;51893; ;
9;MINIMAX;2;0.064;4;26;10.0;50839; ;
10;MINIMAX;1;0.032;4;25;16.0;23657; ;
11;MINIMAX;2;0.051;4;25;11.0;39749; ;
12;MINIMAX;1;0.051;4;26;17.0;39437; ;
13;MINIMAX;2;0.07;4;26;12.0;51139; ;
14;MINIMAX;1;0.041;4;23;14.0;32781; ;
15;MINIMAX;2;0.037;4;21;12.0;28390; ;
16;MINIMAX;1;0.054;4;26;16.0;40728; ;
17;MINIMAX;2;0.071;4;23;13.0;54403; ;
18;MINIMAX;1;0.037;4;22;13.0;29007; ;
19;MINIMAX;2;0.04;4;21;13.0;30318; ;
20;MINIMAX;1;0.05;4;25;16.0;37115; ;
21;MINIMAX;2;0.064;4;24;13.0;49286; ;
22;MINIMAX;1;0.061;4;25;16.0;39456; ;
23;MINIMAX;2;0.056;4;24;12.0;44177; ;
24;MINIMAX;1;0.044;4;22;15.0;32841; ;
25;MINIMAX;2;0.05;4;22;12.0;36550; ;
26;MINIMAX;1;0.023;4;18;13.0;16226; ;
27;MINIMAX;2;0.028;4;18;11.0;20809; ;
28;MINIMAX;1;0.023;4;17;12.0;16209; ;
29;MINIMAX;2;0.026;4;22;13.0;19481; ;
30;MINIMAX;1;0.036;4;22;12.0;27585;EMPATE;
1;MINIMAX;1;0.019;4;16;11.0;13602; ;
2;MINIMAX;2;0.027;4;19;13.0;19638; ;
3;MINIMAX;1;0.044;4;20;14.0;34205; ;
4;MINIMAX;2;0.054;4;20;13.0;41096; ;
5;MINIMAX;1;0.062;4;23;16.0;46937; ;
6;MINIMAX;2;0.108;4;23;15.0;84630; ;
7;MINIMAX;1;0.099;4;24;14.0;79159; ;
8;MINIMAX;2;0.086;4;24;16.0;64675; ;
9;MINIMAX;1;0.074;4;22;14.0;56256; ;
10;MINIMAX;2;0.057;4;23;15.0;44707; ;
11;MINIMAX;1;0.058;4;20;13.0;41928; ;
12;MINIMAX;2;0.056;4;24;16.0;42256; ;
13;MINIMAX;1;0.053;4;24;12.0;42617; ;
14;MINIMAX;2;0.066;4;25;16.0;49696; ;
15;MINIMAX;1;0.062;4;24;12.0;50182; ;
16;MINIMAX;2;0.051;4;23;16.0;40170; ;
17;MINIMAX;1;0.071;4;22;14.0;55721; ;
18;MINIMAX;2;0.07;4;23;16.0;54853; ;
19;MINIMAX;1;0.052;4;21;14.0;40747;VITORIA;
1;MINIMAX;2;0.018;4;16;11.0;13602; ;
2;MINIMAX;1;0.03;4;19;12.0;19624; ;
3;MINIMAX;2;0.041;4;20;14.0;31692; ;
4;MINIMAX;1;0.072;4;23;15.0;56230; ;
5;MINIMAX;2;0.065;4;22;14.0;49080; ;
6;MINIMAX;1;0.082;4;26;17.0;61744; ;
7;MINIMAX;2;0.074;4;25;12.0;56841; ;
8;MINIMAX;1;0.068;4;27;19.0;51893; ;
9;MINIMAX;2;0.066;4;26;10.0;50839; ;
10;MINIMAX;1;0.031;4;25;16.0;23657; ;
11;MINIMAX;2;0.052;4;25;11.0;39749; ;
12;MINIMAX;1;0.037;4;25;16.0;28724; ;
13;MINIMAX;2;0.036;4;24;11.0;24562; ;
14;MINIMAX;1;0.046;4;24;15.0;35230; ;
15;MINIMAX;2;0.075;4;21;13.0;56480; ;
16;MINIMAX;1;0.064;4;23;17.0;49834; ;
17;MINIMAX;2;0.084;4;22;13.0;66134; ;
18;MINIMAX;1;0.062;4;23;15.0;48646; ;
19;MINIMAX;2;0.042;4;22;12.0;31891; ;
20;MINIMAX;1;0.036;4;20;14.0;29218; ;
21;MINIMAX;2;0.038;4;19;12.0;23749; ;
22;MINIMAX;1;0.04;4;19;14.0;32667; ;
23;MINIMAX;2;0.052;4;19;13.0;39986;VITORIA;
1;MINIMAX;1;0.02;4;16;11.0;13602; ;
2;MINIMAX;2;0.028;4;19;13.0;19638; ;
3;MINIMAX;1;0.044;4;20;14.0;34205; ;
4;MINIMAX;2;0.055;4;20;13.0;41096; ;
5;MINIMAX;1;0.063;4;23;16.0;46937; ;
6;MINIMAX;2;0.113;4;23;15.0;84630; ;
7;MINIMAX;1;0.116;4;24;14.0;79159; ;
8;MINIMAX;2;0.086;4;24;16.0;64675; ;
9;MINIMAX;1;0.073;4;22;14.0;56256; ;
10;MINIMAX;2;0.061;4;23;15.0;44707; ;
11;MINIMAX;1;0.056;4;20;13.0;41928; ;
12;MINIMAX;2;0.056;4;24;16.0;42256; ;
13;MINIMAX;1;0.07;4;22;12.0;53058; ;
14;MINIMAX;2;0.082;4;24;16.0;64457; ;
15;MINIMAX;1;0.078;4;22;15.0;62069;VITORIA;
1;MINIMAX;2;0.019;4;16;11.0;13602; ;
2;MINIMAX;1;0.029;4;19;13.0;19638; ;
3;MINIMAX;2;0.044;4;20;14.0;34205; ;
4;MINIMAX;1;0.053;4;21;13.0;42734; ;
5;MINIMAX;2;0.059;4;23;15.0;45274; ;
6;MINIMAX;1;0.089;4;22;16.0;69084; ;
7;MINIMAX;2;0.064;4;21;13.0;47826; ;
8;MINIMAX;1;0.049;4;21;14.0;37036; ;
9;MINIMAX;2;0.046;4;20;12.0;31000; ;
10;MINIMAX;1;0.052;4;23;16.0;40346; ;
11;MINIMAX;2;0.052;4;21;12.0;40645; ;
12;MINIMAX;1;0.028;4;20;14.0;21690; ;
13;MINIMAX;2;0.045;4;20;12.0;34304; ;
14;MINIMAX;1;0.038;4;23;15.0;29173; ;
15;MINIMAX;2;0.032;4;22;11.0;25280; ;
16;MINIMAX;1;0.035;4;23;15.0;27210; ;
17;MINIMAX;2;0.05;4;23;13.0;37457;VITORIA;
1;MINIMAX;1;0.02;4;16;11.0;13602; ;
2;MINIMAX;2;0.027;4;19;13.0;19638; ;
3;MINIMAX;1;0.046;4;20;14.0;34205; ;
4;MINIMAX;2;0.055;4;20;13.0;41096; ;
5;MINIMAX;1;0.061;4;23;16.0;46937; ;
6;MINIMAX;2;0.11;4;23;15.0;84630; ;
7;MINIMAX;1;0.103;4;24;14.0;79159; ;
8;MINIMAX;2;0.085;4;24;16.0;64675; ;
9;MINIMAX;1;0.073;4;22;14.0;56256; ;
10;MINIMAX;2;0.058;4;23;15.0;44707; ;
11;MINIMAX;1;0.057;4;20;13.0;41928; ;
12;MINIMAX;2;0.058;4;24;16.0;42256; ;
13;MINIMAX;1;0.064;4;21;12.0;49020; ;
14;MINIMAX;2;0.063;4;23;16.0;49027; ;
15;MINIMAX;1;0.07;4;21;14.0;52868;VITORIA;
1;MINIMAX;2;0.017;4;16;11.0;13602; ;
2;MINIMAX;1;0.025;4;19;13.0;19638; ;
3;MINIMAX;2;0.043;4;20;14.0;34205; ;
4;MINIMAX;1;0.055;4;21;13.0;42734; ;
5;MINIMAX;2;0.06;4;23;15.0;45274; ;
6;MINIMAX;1;0.089;4;22;16.0;69084; ;
7;MINIMAX;2;0.06;4;21;13.0;47826; ;
8;MINIMAX;1;0.045;4;21;14.0;37036; ;
9;MINIMAX;2;0.042;4;20;12.0;31000; ;
10;MINIMAX;1;0.052;4;23;16.0;40346; ;
11;MINIMAX;2;0.054;4;21;12.0;40645; ;
12;MINIMAX;1;0.031;4;20;14.0;21690; ;
13;MINIMAX;2;0.035;4;20;12.0;27910; ;
14;MINIMAX;1;0.031;4;21;14.0;24086; ;
15;MINIMAX;2;0.027;4;19;11.0;19663; ;
16;MINIMAX;1;0.031;4;20;14.0;25088; ;
17;MINIMAX;2;0.042;4;20;13.0;32226;VITORIA;
1;MINIMAX;1;0.021;4;16;11.0;13602; ;
2;MINIMAX;2;0.026;4;19;13.0;19638; ;
3;MINIMAX;1;0.045;4;20;14.0;34205; ;
4;MINIMAX;2;0.057;4;21;13.0;42734; ;
5;MINIMAX;1;0.058;4;23;15.0;45274; ;
6;MINIMAX;2;0.087;4;22;16.0;69084; ;
7;MINIMAX;1;0.065;4;21;13.0;47826; ;
8;MINIMAX;2;0.048;4;21;14.0;37036; ;
9;MINIMAX;1;0.039;4;20;12.0;31000; ;
10;MINIMAX;2;0.053;4;23;16.0;40346; ;
11;MINIMAX;1;0.106;4;23;14.0;79361; ;
12;MINIMAX;2;0.117;4;25;16.0;84921; ;
13;MINIMAX;1;0.088;4;22;15.0;68790; ;
14;MINIMAX;2;0.055;4;24;15.0;42988; ;
15;MINIMAX;1;0.05;4;21;13.0;37654; ;
16;MINIMAX;2;0.029;4;19;12.0;21604; ;
17;MINIMAX;1;0.039;4;21;13.0;29674; ;
18;MINIMAX;2;0.049;4;20;14.0;35579; ;
19;MINIMAX;1;0.035;4;19;13.0;25922; ;
20;MINIMAX;2;0.03;4;19;12.0;21604; ;
21;MINIMAX;1;0.039;4;21;13.0;29674; ;
22;MINIMAX;2;0.046;4;20;14.0;35579; ;
23;MINIMAX;1;0.034;4;19;13.0;25922; ;
24;MINIMAX;2;0.035;4;20;13.0;26232; ;
25;MINIMAX;1;0.043;4;19;13.0;32045; ;
26;MINIMAX;2;0.046;4;23;14.0;35144; ;
27;MINIMAX;1;0.031;4;20;13.0;23913; ;
28;MINIMAX;2;0.028;4;19;12.0;20660; ;
29;MINIMAX;1;0.031;4;23;13.0;22359; ;
30;MINIMAX;2;0.025;4;20;12.0;19427;EMPATE;
1;MINIMAX;2;0.017;4;16;11.0;13602; ;
2;MINIMAX;1;0.027;4;19;13.0;19638; ;
3;MINIMAX;2;0.043;4;20;14.0;34205; ;
4;MINIMAX;1;0.056;4;21;13.0;42734; ;
5;MINIMAX;2;0.057;4;23;15.0;45274; ;
6;MINIMAX;1;0.09;4;22;16.0;69084; ;
7;MINIMAX;2;0.064;4;21;13.0;47826; ;
8;MINIMAX;1;0.048;4;21;14.0;37036; ;
9;MINIMAX;2;0.041;4;20;12.0;31000; ;
10;MINIMAX;1;0.051;4;23;16.0;40346; ;
11;MINIMAX;2;0.053;4;21;12.0;40645; ;
12;MINIMAX;1;0.028;4;20;14.0;21690; ;
13;MINIMAX;2;0.035;4;19;11.0;25009; ;
14;MINIMAX;1;0.035;4;20;14.0;25667; ;
15;MINIMAX;2;0.03;4;20;12.0;23020;VITORIA;
1;MINIMAX;1;0.02;4;16;11.0;13602; ;
2;MINIMAX;2;0.026;4;19;12.0;19624; ;
3;MINIMAX;1;0.041;4;20;14.0;31692; ;
4;MINIMAX;2;0.071;4;23;15.0;56038; ;
5;MINIMAX;1;0.065;4;22;14.0;50773; ;
6;MINIMAX;2;0.077;4;26;17.0;61744; ;
7;MINIMAX;1;0.076;4;25;12.0;56794; ;
8;MINIMAX;2;0.068;4;27;19.0;51882; ;
9;MINIMAX;1;0.079;4;26;12.0;62500; ;
10;MINIMAX;2;0.078;4;26;20.0;59568; ;
11;MINIMAX;1;0.109;4;25;13.0;83686; ;
12;MINIMAX;2;0.059;4;26;16.0;44572; ;
13;MINIMAX;1;0.083;4;22;14.0;64746; ;
14;MINIMAX;2;0.074;4;22;15.0;55084; ;
15;MINIMAX;1;0.056;4;21;13.0;40001; ;
16;MINIMAX;2;0.034;4;19;13.0;26167; ;
17;MINIMAX;1;0.049;4;20;14.0;37339; ;
18;MINIMAX;2;0.065;4;23;15.0;47595; ;
19;MINIMAX;1;0.09;4;23;15.0;66872; ;
20;MINIMAX;2;0.053;4;22;13.0;40928; ;
21;MINIMAX;1;0.041;4;21;13.0;29149; ;
22;MINIMAX;2;0.045;4;20;13.0;33439; ;
23;MINIMAX;1;0.055;4;23;14.0;41155; ;
24;MINIMAX;2;0.044;4;21;14.0;34970; ;
25;MINIMAX;1;0.043;4;20;13.0;31639; ;
26;MINIMAX;2;0.052;4;19;11.0;25912; ;
27;MINIMAX;1;0.032;4;21;13.0;21762; ;
28;MINIMAX;2;0.02;4;18;10.0;14677; ;
29;MINIMAX;1;0.024;4;23;15.0;18593; ;
30;MINIMAX;2;0.034;4;22;11.0;27007;EMPATE;
1;MINIMAX;2;0.018;4;16;11.0;13602; ;
2;MINIMAX;1;0.026;4;19;13.0;19638; ;
3;MINIMAX;2;0.043;4;20;14.0;34205; ;
4;MINIMAX;1;0.054;4;21;13.0;42734; ;
5;MINIMAX;2;0.059;4;23;15.0;45274; ;
6;MINIMAX;1;0.089;4;22;16.0;69084; ;
7;MINIMAX;2;0.062;4;21;13.0;47826; ;
8;MINIMAX;1;0.047;4;21;14.0;37036; ;
9;MINIMAX;2;0.04;4;20;12.0;31000; ;
10;MINIMAX;1;0.052;4;23;16.0;40346; ;
11;MINIMAX;2;0.05;4;21;12.0;40645; ;
12;MINIMAX;1;0.028;4;20;14.0;21690; ;
13;MINIMAX;2;0.033;4;19;11.0;25009; ;
14;MINIMAX;1;0.033;4;20;14.0;25667; ;
15;MINIMAX;2;0.044;4;20;13.0;34811; ;
16;MINIMAX;1;0.053;4;19;13.0;41242; ;
17;MINIMAX;2;0.041;4;21;13.0;30875;VITORIA;
1;MINIMAX;1;0.018;4;16;11.0;13602; ;
2;MINIMAX;2;0.027;4;19;13.0;19638; ;
3;MINIMAX;1;0.046;4;20;14.0;34205; ;
4;MINIMAX;2;0.056;4;21;13.0;42734; ;
5;MINIMAX;1;0.061;4;23;15.0;45274; ;
6;MINIMAX;2;0.09;4;22;16.0;69084; ;
7;MINIMAX;1;0.063;4;21;13.0;47826; ;
8;MINIMAX;2;0.047;4;21;14.0;37036; ;
9;MINIMAX;1;0.043;4;20;12.0;31000; ;
10;MINIMAX;2;0.054;4;23;16.0;40346; ;
11;MINIMAX;1;0.1;4;23;14.0;79361; ;
12;MINIMAX;2;0.107;4;25;16.0;84921; ;
13;MINIMAX;1;0.089;4;22;15.0;68790; ;
14;MINIMAX;2;0.055;4;24;15.0;42988; ;
15;MINIMAX;1;0.048;4;21;13.0;37654; ;
16;MINIMAX;2;0.028;4;19;12.0;21604; ;
17;MINIMAX;1;0.039;4;21;13.0;29674; ;
18;MINIMAX;2;0.047;4;20;14.0;35579; ;
19;MINIMAX;1;0.034;4;19;13.0;25922; ;
20;MINIMAX;2;0.029;4;19;12.0;21604; ;
21;MINIMAX;1;0.04;4;21;13.0;29674; ;
22;MINIMAX;2;0.045;4;20;14.0;35579; ;
23;MINIMAX;1;0.034;4;19;13.0;25922; ;
24;MINIMAX;2;0.037;4;20;13.0;26232; ;
25;MINIMAX;1;0.044;4;19;13.0;32045; ;
26;MINIMAX;2;0.049;4;23;14.0;35144; ;
27;MINIMAX;1;0.033;4;20;13.0;23913; ;
28;MINIMAX;2;0.026;4;19;12.0;20660; ;
29;MINIMAX;1;0.031;4;23;13.0;22359; ;
30;MINIMAX;2;0.026;4;20;12.0;19427;EMPATE;
1;MINIMAX;2;0.019;4;16;11.0;13602; ;
2;MINIMAX;1;0.027;4;19;13.0;19638; ;
3;MINIMAX;2;0.045;4;20;14.0;34205; ;
4;MINIMAX;1;0.052;4;21;13.0;42734; ;
5;MINIMAX;2;0.057;4;23;15.0;45274; ;
6;MINIMAX;1;0.09;4;22;16.0;69084; ;
7;MINIMAX;2;0.061;4;21;13.0;47826; ;
8;MINIMAX;1;0.048;4;21;14.0;37036; ;
9;MINIMAX;2;0.041;4;20;12.0;31000; ;
10;MINIMAX;1;0.053;4;23;16.0;40346; ;
11;MINIMAX;2;0.053;4;21;12.0;40645; ;
12;MINIMAX;1;0.03;4;20;14.0;21690; ;
13;MINIMAX;2;0.038;4;20;12.0;27910; ;
14;MINIMAX;1;0.031;4;21;14.0;24086; ;
