PARTIDA;TURNO;NOME_AGENTE;COR_PECA;PLY_TIME;MAX DEPTH; BFACTOR; TOTAL_NODES;MAX BRANCH;MAX BOARD;RESULTADO;
49;16;MINIMAX_T;1;0.031;5;6.0;29477;10;22210	02120	22110	21100	00100	; ;
49;17;MCTS;2;0.038;5;5.0;4881;9;22210	12120	22110	21100	00100	; ;
49;18;MINIMAX_T;1;0.001;5;4.0;8801;8;22210	12120	22110	21100	20100	; ;
49;19;MCTS;2;0.01;3;5.0;143;7;22210	12121	22110	21100	20100	; ;
49;20;MINIMAX_T;1;0.001;5;2.0;1237;6;22210	12121	22112	21100	20100	; ;
49;21;MCTS;2;0.002;5;1.0;326;5;22210	12121	22112	21100	21100	; ;
49;22;MINIMAX_T;1;0.0;5;1.0;65;4;22210	12121	22112	21100	21102	; ;
49;23;MCTS;2;0.001;3;1.0;16;3;22210	12121	22112	21101	21102	; ;
49;24;MINIMAX_T;1;0.0;5;1.0;5;2;22210	12121	22112	21121	21102	; ;
49;25;MCTS;2;0.001;1;1.0;2;1;22210	12121	22112	21121	21112	;EMPATE;
50;1;MINIMAX_T;1;0.92;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
50;2;MCTS;2;0.923;11;16.0;31541;23;02000	00000	00100	00000	00000	; ;
50;3;MINIMAX_T;1;2.763;5;19.0;2091504;22;00000	02000	00110	00000	00000	; ;
50;4;MCTS;2;2.768;10;13.0;229509;22;00000	02000	00110	00000	00000	; ;
50;5;MINIMAX_T;1;4.44;5;17.0;2569510;21;00000	02000	02110	00000	00000	; ;
50;6;MCTS;2;4.447;10;11.0;455299;20;00000	02000	02110	01000	00000	; ;
50;7;MINIMAX_T;1;2.612;5;15.0;1486344;19;00000	02020	02110	01000	00000	; ;
50;8;MCTS;2;2.632;12;7.0;232039;18;00000	12020	02110	01000	00000	; ;
50;9;MINIMAX_T;1;0.799;5;13.0;804050;17;20000	12020	02110	01000	00000	; ;
50;10;MCTS;2;0.967;10;7.0;89980;16;20000	12020	02110	01100	00000	; ;
50;11;MINIMAX_T;1;0.623;5;11.0;388944;15;20200	12020	02110	01100	00000	; ;
50;12;MCTS;2;0.624;5;10.0;9160;14;20210	12020	02110	01100	00000	; ;
50;13;MINIMAX_T;1;0.306;5;9.0;173486;13;20210	12020	02110	01120	00000	; ;
50;14;MCTS;2;0.307;5;8.0;13743;12;20210	12021	02110	01120	00000	; ;
50;15;MINIMAX_T;1;0.094;5;7.0;64472;11;20210	12021	02110	21120	00000	; ;
50;16;MCTS;2;0.095;5;6.0;9310;10;20210	12021	02110	21120	01000	; ;
50;17;MINIMAX_T;1;0.021;5;5.0;18730;9;20210	12021	02110	21120	01020	; ;
50;18;MCTS;2;0.022;5;4.0;3599;8;20210	12021	02110	21121	01020	; ;
50;19;MINIMAX_T;1;0.004;5;3.0;3620;7;20210	12021	02110	21121	01022	; ;
50;20;MCTS;2;0.005;6;1.0;1848;6;20211	12021	02110	21121	01022	; ;
50;21;MINIMAX_T;1;0.0;5;1.0;326;5;20211	12021	02110	21121	01222	; ;
50;22;MCTS;2;0.001;1;2.0;2;4;20211	12021	02111	21121	01222	; ;
50;23;MINIMAX_T;1;0.0;5;1.0;16;3;22211	12021	02111	21121	01222	; ;
50;24;MCTS;2;0.001;2;1.0;5;2;22211	12121	02111	21121	01222	; ;
50;25;MINIMAX_T;1;0.0;5;1.0;2;1;22211	12121	02111	21121	21222	;EMPATE;
51;1;MCTS;2;0.001;2;7.0;8;24;02000	00000	00000	00000	00000	; ;
51;2;MINIMAX_T;1;4.63;5;19.0;2629442;23;00000	00200	00000	00000	10000	; ;
51;3;MCTS;2;4.637;10;14.0;425380;22;20000	00200	00100	00000	00000	; ;
51;4;MINIMAX_T;1;5.544;5;18.0;3302323;22;00000	02200	00100	00000	00000	; ;
51;5;MCTS;2;5.559;10;12.0;371406;21;00000	02210	00100	00000	00000	; ;
51;6;MINIMAX_T;1;3.721;5;16.0;1970635;20;00000	02210	00100	02000	00000	; ;
51;7;MCTS;2;3.736;12;8.0;419209;19;00000	02210	01100	02000	00000	; ;
51;8;MINIMAX_T;1;2.146;5;14.0;1104763;18;00000	02210	21100	02000	00000	; ;
51;9;MCTS;2;2.147;10;8.0;215328;17;00000	02210	21110	02000	00000	; ;
51;10;MINIMAX_T;1;0.751;5;12.0;567089;16;00000	02210	21110	02020	00000	; ;
51;11;MCTS;2;0.752;10;6.0;82046;15;00000	02210	21110	02120	00000	; ;
51;12;MINIMAX_T;1;0.454;5;10.0;264005;14;20000	02210	21110	02120	00000	; ;
51;13;MCTS;2;0.455;8;6.0;65007;13;20000	02210	21110	02120	00010	; ;
51;14;MINIMAX_T;1;0.117;5;8.0;91445;12;20000	02210	21110	22120	00010	; ;
51;15;MCTS;2;0.118;10;2.0;13094;11;20000	12210	21110	22120	00010	; ;
51;16;MINIMAX_T;1;0.042;5;6.0;35429;10;22000	12210	21110	22120	00010	; ;
51;17;MCTS;2;0.043;9;2.0;12371;9;22000	12210	21111	22120	00010	; ;
51;18;MINIMAX_T;1;0.008;5;4.0;6869;8;22020	12210	21111	22120	00010	; ;
51;19;MCTS;2;0.009;5;3.0;1796;7;22120	12210	21111	22120	00010	; ;
51;20;MINIMAX_T;1;0.001;5;2.0;1237;6;22120	12210	21111	22120	00012	; ;
51;21;MCTS;2;0.002;5;1.0;326;5;22120	12210	21111	22120	00112	; ;
51;22;MINIMAX_T;1;0.0;5;1.0;65;4;22120	12212	21111	22120	00112	; ;
51;23;MCTS;2;0.001;3;1.0;16;3;22120	12212	21111	22120	10112	; ;
51;24;MINIMAX_T;1;0.0;5;1.0;5;2;22120	12212	21111	22122	10112	; ;
51;25;MCTS;2;0.001;1;1.0;2;1;22120	12212	21111	22122	11112	;EMPATE;
52;1;MINIMAX_T;1;0.842;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
52;2;MCTS;2;0.852;11;15.0;68269;23;02000	00000	00100	00000	00000	; ;
52;3;MINIMAX_T;1;3.219;5;19.0;2091504;22;00000	02001	00100	00000	00000	; ;
52;4;MCTS;2;3.226;10;13.0;311202;22;00000	02000	00110	00000	00000	; ;
52;5;MINIMAX_T;1;2.023;5;17.0;1275688;20;10000	02000	00110	02000	00000	; ;
52;6;MCTS;2;2.037;12;10.0;157615;19;00200	02000	01110	02000	00000	; ;
52;7;MINIMAX_T;1;1.095;5;15.0;745097;18;00000	02010	21110	02000	00000	; ;
52;8;MCTS;2;1.096;9;10.0;106267;18;00000	02100	21110	02000	00000	; ;
52;9;MINIMAX_T;1;1.256;5;13.0;798590;17;00000	02100	21110	02200	00000	; ;
52;10;MCTS;2;1.257;12;5.0;88246;16;00000	02100	21110	02210	00000	; ;
52;11;MINIMAX_T;1;0.517;5;11.0;396076;15;00020	02100	21110	02210	00000	; ;
52;12;MCTS;2;0.518;10;5.0;68598;14;00020	02100	21111	02210	00000	; ;
52;13;MINIMAX_T;1;0.227;5;9.0;171506;13;00020	02100	21111	22210	00000	; ;
52;14;MCTS;2;0.228;11;2.0;44811;12;00020	12100	21111	22210	00000	; ;
52;15;MINIMAX_T;1;0.063;5;7.0;63464;11;00220	12100	21111	22210	00000	; ;
52;16;MCTS;2;0.074;5;6.0;8549;10;01220	12100	21111	22210	00000	; ;
52;17;MINIMAX_T;1;0.016;5;5.0;18730;9;01220	12102	21111	22210	00000	; ;
52;18;MCTS;2;0.017;5;4.0;2474;8;01220	12102	21111	22211	00000	; ;
52;19;MINIMAX_T;1;0.004;5;3.0;3620;7;01220	12102	21111	22211	00002	; ;
52;20;MCTS;2;0.005;6;1.0;1957;6;01221	12102	21111	22211	00002	; ;
52;21;MINIMAX_T;1;0.001;5;1.0;326;5;21221	12102	21111	22211	00002	; ;
52;22;MCTS;2;0.002;4;1.0;65;4;21221	12112	21111	22211	00002	; ;
52;23;MINIMAX_T;1;0.0;5;1.0;16;3;21221	12112	21111	22211	00202	; ;
52;24;MCTS;2;0.001;2;1.0;5;2;21221	12112	21111	22211	00212	; ;
52;25;MINIMAX_T;1;0.0;5;1.0;2;1;21221	12112	21111	22211	02212	;EMPATE;
53;1;MCTS;2;0.001;2;8.0;10;24;02000	00000	00000	00000	00000	; ;
53;2;MINIMAX_T;1;3.912;5;19.0;2629442;23;00000	02100	00000	00000	00000	; ;
53;3;MCTS;2;3.957;10;14.0;341193;22;00200	02000	00100	00000	00000	; ;
53;4;MINIMAX_T;1;3.072;5;18.0;1642807;21;00000	02020	10100	00000	00000	; ;
53;5;MCTS;2;3.073;10;12.0;182721;20;00000	02120	20100	00000	00000	; ;
53;6;MINIMAX_T;1;3.275;5;16.0;1953557;20;00000	02120	02100	00000	00000	; ;
53;7;MCTS;2;3.289;8;12.0;315731;19;00000	02120	02100	00100	00000	; ;
53;8;MINIMAX_T;1;1.293;5;14.0;879308;18;02000	02120	02100	00100	00000	;VITORIA;
54;1;MINIMAX_T;1;1.436;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
54;2;MCTS;2;1.45;12;14.0;97499;23;02000	00000	00100	00000	00000	; ;
54;3;MINIMAX_T;1;3.425;5;19.0;2091504;22;20100	00000	00100	00000	00000	; ;
54;4;MCTS;2;3.432;10;13.0;282160;21;20000	00002	00100	00010	00000	; ;
54;5;MINIMAX_T;1;4.434;5;17.0;2572636;21;20020	00000	00100	00010	00000	; ;
54;6;MCTS;2;4.444;8;13.0;389631;20;20020	00000	01100	00010	00000	; ;
54;7;MINIMAX_T;1;2.166;5;15.0;1334446;19;22020	00000	01100	00010	00000	; ;
54;8;MCTS;2;2.176;10;9.0;202456;18;22120	00000	01100	00010	00000	; ;
54;9;MINIMAX_T;1;1.14;5;13.0;792742;17;22120	00000	21100	00010	00000	; ;
54;10;MCTS;2;1.144;8;9.0;121803;16;22120	00000	21100	00110	00000	; ;
54;11;MINIMAX_T;1;0.452;5;11.0;296495;15;22120	20000	21100	00110	00000	;VITORIA;
55;1;MCTS;2;0.459;7;20.0;10810;24;02000	00000	00000	00000	00000	; ;
55;2;MINIMAX_T;1;1.091;5;19.0;659933;23;01000	00000	00200	00000	00000	; ;
55;3;MCTS;2;1.124;10;15.0;73892;22;00000	00100	00200	00000	20000	; ;
55;4;MINIMAX_T;1;5.688;5;18.0;3231138;22;00000	00100	00200	02000	00000	; ;
55;5;MCTS;2;5.689;10;13.0;378491;21;00000	00110	00200	02000	00000	; ;
55;6;MINIMAX_T;1;5.007;5;16.0;1960329;20;00000	02110	00200	02000	00000	; ;
55;7;MCTS;2;5.008;8;12.0;251325;19;00000	02110	01200	02000	00000	; ;
55;8;MINIMAX_T;1;2.081;5;14.0;980917;18;00000	02110	01200	02020	00000	; ;
55;9;MCTS;2;2.082;8;10.0;219562;17;10000	02110	01200	02020	00000	; ;
55;10;MINIMAX_T;1;0.825;5;12.0;502997;16;10000	02110	01200	02220	00000	; ;
55;11;MCTS;2;0.826;6;11.0;25127;15;10000	02110	01200	12220	00000	; ;
55;12;MINIMAX_T;1;0.477;5;10.0;266645;14;10000	02110	21200	12220	00000	; ;
55;13;MCTS;2;0.478;5;9.0;24381;13;10000	02110	21200	12220	00001	; ;
55;14;MINIMAX_T;1;0.189;5;8.0;108385;12;12000	02110	21200	12220	00001	; ;
55;15;MCTS;2;0.19;5;7.0;13460;11;12000	02110	21200	12221	00001	; ;
55;16;MINIMAX_T;1;0.053;5;6.0;36101;10;12000	22110	21200	12221	00001	; ;
55;17;MCTS;2;0.054;5;5.0;4739;9;12000	22111	21200	12221	00001	; ;
55;18;MINIMAX_T;1;0.009;5;4.0;8801;8;12020	22111	21200	12221	00001	; ;
55;19;MCTS;2;0.01;5;3.0;1629;7;12020	22111	21201	12221	00001	; ;
55;20;MINIMAX_T;1;0.003;5;2.0;1237;6;12020	22111	21201	12221	02001	; ;
55;21;MCTS;2;0.004;5;1.0;326;5;12021	22111	21201	12221	02001	; ;
55;22;MINIMAX_T;1;0.0;5;1.0;65;4;12021	22111	21201	12221	22001	; ;
55;23;MCTS;2;0.001;3;1.0;16;3;12021	22111	21201	12221	22101	; ;
55;24;MINIMAX_T;1;0.0;5;1.0;5;2;12021	22111	21201	12221	22121	; ;
55;25;MCTS;2;0.001;1;1.0;2;1;12021	22111	21211	12221	22121	;EMPATE;
56;1;MINIMAX_T;1;1.249;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
56;2;MCTS;2;1.25;11;16.0;58086;23;02000	00000	00100	00000	00000	; ;
56;3;MINIMAX_T;1;3.746;5;19.0;2091504;22;20000	00001	00100	00000	00000	; ;
56;4;MCTS;2;3.747;10;13.0;289903;21;20000	00000	00120	00010	00000	; ;
56;5;MINIMAX_T;1;4.6;5;17.0;2572636;21;22000	00000	00100	00010	00000	; ;
56;6;MCTS;2;4.601;8;13.0;312182;20;22000	00000	00110	00010	00000	; ;
56;7;MINIMAX_T;1;3.058;5;15.0;1334446;19;22020	00000	00110	00010	00000	; ;
56;8;MCTS;2;3.059;10;9.0;182166;18;22120	00000	00110	00010	00000	; ;
56;9;MINIMAX_T;1;1.361;5;13.0;792742;17;22120	00000	20110	00010	00000	; ;
56;10;MCTS;2;1.362;8;9.0;141054;16;22120	00000	20110	00110	00000	; ;
56;11;MINIMAX_T;1;0.502;5;11.0;300239;15;22120	00000	20110	20110	00000	;VITORIA;
57;1;MCTS;2;0.503;5;20.0;6375;24;02000	00000	00000	00000	00000	; ;
57;2;MINIMAX_T;1;5.061;5;19.0;2629442;23;20000	00100	00000	00000	00000	; ;
57;3;MCTS;2;5.062;10;14.0;300504;22;20000	00000	00120	00000	00000	; ;
57;4;MINIMAX_T;1;7.251;5;18.0;3315929;22;20020	00000	00100	00000	00000	; ;
57;5;MCTS;2;7.252;8;14.0;410087;21;20020	00000	00100	01000	00000	; ;
57;6;MINIMAX_T;1;4.87;5;16.0;1779309;20;22020	00000	00100	01000	00000	; ;
57;7;MCTS;2;4.871;10;10.0;284188;19;22120	00000	00100	01000	00000	; ;
57;8;MINIMAX_T;1;1.8;5;14.0;1092885;18;22120	00020	00100	01000	00000	; ;
57;9;MCTS;2;1.801;10;8.0;161961;17;22120	00020	00110	01000	00000	; ;
57;10;MINIMAX_T;1;0.9;5;12.0;562385;16;22120	00220	00110	01000	00000	; ;
57;11;MCTS;2;0.922;9;7.0;89714;15;22120	00220	01110	01000	00000	; ;
57;12;MINIMAX_T;1;0.67;5;10.0;261365;14;22120	00220	21110	01000	00000	; ;
57;13;MCTS;2;0.671;5;9.0;27022;13;22120	10220	21110	01000	00000	; ;
57;14;MINIMAX_T;1;0.199;5;8.0;108385;12;22120	10220	21110	01200	00000	; ;
57;15;MCTS;2;0.214;4;8.0;6177;11;22120	10220	21111	01200	00000	; ;
57;16;MINIMAX_T;1;0.038;5;6.0;36101;10;22120	12220	21111	01200	00000	; ;
57;17;MCTS;2;0.039;4;6.0;2910;9;22120	12221	21111	01200	00000	; ;
57;18;MINIMAX_T;1;0.024;5;4.0;8801;8;22120	12221	21111	01220	00000	; ;
57;19;MCTS;2;0.025;6;2.0;4262;7;22120	12221	21111	01221	00000	; ;
57;20;MINIMAX_T;1;0.003;5;2.0;1237;6;22122	12221	21111	01221	00000	; ;
57;21;MCTS;2;0.004;5;1.0;326;5;22122	12221	21111	01221	00001	; ;
57;22;MINIMAX_T;1;0.0;5;1.0;65;4;22122	12221	21111	01221	20001	; ;
57;23;MCTS;2;0.001;3;1.0;16;3;22122	12221	21111	11221	20001	; ;
57;24;MINIMAX_T;1;0.0;5;1.0;5;2;22122	12221	21111	11221	20201	; ;
57;25;MCTS;2;0.001;1;1.0;2;1;22122	12221	21111	11221	20211	;EMPATE;
58;1;MINIMAX_T;1;1.189;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
58;2;MCTS;2;1.19;11;15.0;55830;23;00000	20100	00000	00000	00000	; ;
58;3;MINIMAX_T;1;3.392;5;19.0;1979918;22;00000	00100	00200	00000	01000	; ;
58;4;MCTS;2;3.432;10;13.0;277810;21;00002	00100	01200	00000	00000	; ;
58;5;MINIMAX_T;1;2.379;5;17.0;1281801;20;20000	00100	01210	00000	00000	; ;
58;6;MCTS;2;2.38;10;12.0;185240;19;20000	01100	01200	00002	00000	; ;
58;7;MINIMAX_T;1;2.624;5;15.0;1471304;19;20000	01120	01200	00000	00000	; ;
58;8;MCTS;2;2.625;10;9.0;202573;18;20000	01120	01200	01000	00000	; ;
58;9;MINIMAX_T;1;1.167;5;13.0;798590;17;22000	01120	01200	01000	00000	; ;
58;10;MCTS;2;1.169;10;7.0;107858;16;22010	01120	01200	01000	00000	; ;
58;11;MINIMAX_T;1;0.734;5;11.0;392644;15;22010	01120	01200	21000	00000	; ;
58;12;MCTS;2;0.771;8;7.0;96939;14;22010	01120	01200	21000	01000	; ;
58;13;MINIMAX_T;1;0.179;5;9.0;148274;13;22010	01120	21200	21000	01000	; ;
58;14;MCTS;2;0.232;4;9.0;7500;12;22010	11120	21200	21000	01000	; ;
58;15;MINIMAX_T;1;0.094;5;7.0;64472;11;22010	11120	21200	21000	21000	; ;
58;16;MCTS;2;0.095;5;6.0;6559;10;22010	11120	21200	21100	21000	; ;
58;17;MINIMAX_T;1;0.037;5;5.0;18730;9;22010	11120	21200	21100	21002	; ;
58;18;MCTS;2;0.038;5;4.0;6668;8;22010	11120	21200	21110	21002	; ;
58;19;MINIMAX_T;1;0.007;5;3.0;3620;7;22010	11120	21200	21112	21002	; ;
58;20;MCTS;2;0.008;6;1.0;1695;6;22010	11121	21200	21112	21002	; ;
58;21;MINIMAX_T;1;0.001;5;1.0;326;5;22012	11121	21200	21112	21002	; ;
58;22;MCTS;2;0.002;4;1.0;65;4;22012	11121	21200	21112	21012	; ;
58;23;MINIMAX_T;1;0.0;5;1.0;16;3;22012	11121	21200	21112	21212	; ;
58;24;MCTS;2;0.001;2;1.0;5;2;22012	11121	21210	21112	21212	; ;
58;25;MINIMAX_T;1;0.0;5;1.0;2;1;22212	11121	21210	21112	21212	;EMPATE;
59;1;MCTS;2;0.001;2;11.0;9;24;02000	00000	00000	00000	00000	; ;
59;2;MINIMAX_T;1;4.387;5;19.0;2629442;23;00200	00000	10000	00000	00000	; ;
59;3;MCTS;2;4.388;10;14.0;356997;22;00200	02000	00000	00100	00000	; ;
59;4;MINIMAX_T;1;6.79;5;18.0;3312401;22;20200	00000	00000	00100	00000	; ;
59;5;MCTS;2;6.815;8;14.0;440202;21;20200	00000	00000	00110	00000	; ;
59;6;MINIMAX_T;1;5.088;5;16.0;1782431;20;22200	00000	00000	00110	00000	; ;
59;7;MCTS;2;5.102;10;10.0;372820;19;22210	00000	00000	00110	00000	; ;
59;8;MINIMAX_T;1;1.805;5;14.0;1092957;18;22210	00000	00000	02110	00000	; ;
59;9;MCTS;2;1.809;10;8.0;170599;17;22210	00000	00010	02110	00000	; ;
59;10;MINIMAX_T;1;0.846;5;12.0;562661;16;22210	00020	00010	02110	00000	; ;
59;11;MCTS;2;0.861;8;9.0;104611;15;22210	00020	00110	02110	00000	; ;
59;12;MINIMAX_T;1;0.3;5;10.0;230453;14;22210	00020	02110	02110	00000	; ;
59;13;MCTS;2;0.313;10;4.0;31959;13;22210	01020	02110	02110	00000	; ;
59;14;MINIMAX_T;1;0.126;5;8.0;106945;12;22210	01020	02110	22110	00000	; ;
59;15;MCTS;2;0.141;8;4.0;31194;11;22210	01020	02110	22110	00001	; ;
59;16;MINIMAX_T;1;0.078;5;6.0;29477;10;22210	01020	22110	22110	00001	; ;
59;17;MCTS;2;0.093;5;5.0;12406;9;22210	11020	22110	22110	00001	; ;
59;18;MINIMAX_T;1;0.0;5;4.0;8801;8;22210	11020	22112	22110	00001	; ;
59;19;MCTS;2;0.016;5;3.0;2906;7;22210	11020	22112	22110	00101	; ;
59;20;MINIMAX_T;1;0.0;5;2.0;1237;6;22210	11020	22112	22110	02101	; ;
59;21;MCTS;2;0.015;5;1.0;326;5;22210	11120	22112	22110	02101	; ;
59;22;MINIMAX_T;1;0.0;5;1.0;65;4;22210	11122	22112	22110	02101	; ;
59;23;MCTS;2;0.016;3;1.0;16;3;22210	11122	22112	22110	02111	; ;
59;24;MINIMAX_T;1;0.0;5;1.0;5;2;22210	11122	22112	22112	02111	; ;
59;25;MCTS;2;0.016;1;1.0;2;1;22211	11122	22112	22112	02111	;EMPATE;
60;1;MINIMAX_T;1;1.134;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
60;2;MCTS;2;1.143;12;16.0;39485;23;02000	00000	00100	00000	00000	; ;
60;3;MINIMAX_T;1;3.542;5;19.0;2091504;22;00000	02000	00100	00001	00000	; ;
60;4;MCTS;2;3.552;10;13.0;280565;22;00000	02000	00110	00000	00000	; ;
60;5;MINIMAX_T;1;4.606;5;17.0;2569510;21;00000	02000	02110	00000	00000	; ;
60;6;MCTS;2;4.621;10;11.0;388393;20;00000	02000	02110	01000	00000	; ;
60;7;MINIMAX_T;1;2.748;5;15.0;1486344;19;00000	02020	02110	01000	00000	; ;
60;8;MCTS;2;2.831;12;7.0;222778;18;00000	12020	02110	01000	00000	; ;
60;9;MINIMAX_T;1;1.171;5;13.0;804050;17;00200	12020	02110	01000	00000	; ;
60;10;MCTS;2;1.18;10;7.0;124194;16;00200	12020	02110	01100	00000	; ;
60;11;MINIMAX_T;1;0.625;5;11.0;388944;15;20200	12020	02110	01100	00000	; ;
60;12;MCTS;2;0.626;5;10.0;21616;14;20210	12020	02110	01100	00000	; ;
60;13;MINIMAX_T;1;0.258;5;9.0;173486;13;20210	12020	02110	01120	00000	; ;
60;14;MCTS;2;0.295;5;9.0;13417;12;20210	12021	02110	01120	00000	; ;
60;15;MINIMAX_T;1;0.083;5;7.0;64472;11;20210	12021	02110	01120	00002	; ;
60;16;MCTS;2;0.084;5;6.0;6236;10;20210	12021	02110	01120	01002	; ;
60;17;MINIMAX_T;1;0.037;5;5.0;18730;9;20212	12021	02110	01120	01002	; ;
60;18;MCTS;2;0.038;5;4.0;3736;8;20212	12021	12110	01120	01002	; ;
60;19;MINIMAX_T;1;0.004;5;3.0;3620;7;20212	12021	12110	21120	01002	; ;
60;20;MCTS;2;0.005;5;2.0;851;6;20212	12021	12110	21120	11002	; ;
60;21;MINIMAX_T;1;0.001;5;1.0;326;5;20212	12021	12112	21120	11002	; ;
60;22;MCTS;2;0.002;4;1.0;65;4;20212	12021	12112	21120	11102	; ;
60;23;MINIMAX_T;1;0.0;5;1.0;16;3;20212	12021	12112	21122	11102	; ;
60;24;MCTS;2;0.001;2;1.0;5;2;20212	12021	12112	21122	11112	; ;
60;25;MINIMAX_T;1;0.0;5;1.0;2;1;20212	12221	12112	21122	11112	;EMPATE;
61;1;MCTS;2;0.001;2;11.0;33;24;02000	00000	00000	00000	00000	; ;
61;2;MINIMAX_T;1;4.622;5;19.0;2629442;23;20010	00000	00000	00000	00000	; ;
61;3;MCTS;2;4.637;10;14.0;310573;22;20200	00000	00100	00000	00000	; ;
61;4;MINIMAX_T;1;6.679;5;18.0;3301837;22;20200	00000	00100	00000	00000	; ;
61;5;MCTS;2;6.68;10;12.0;383210;21;21200	00000	00100	00000	00000	; ;
61;6;MINIMAX_T;1;5.582;5;16.0;1974041;20;21200	00000	00100	20000	00000	; ;
61;7;MCTS;2;5.598;10;10.0;450711;19;21200	10000	00100	20000	00000	; ;
61;8;MINIMAX_T;1;1.892;5;14.0;1100101;18;21200	10000	00100	22000	00000	; ;
61;9;MCTS;2;1.905;12;6.0;157511;17;21200	10000	00100	22100	00000	; ;
61;10;MINIMAX_T;1;0.782;5;12.0;571457;16;21200	10000	00120	22100	00000	; ;
61;11;MCTS;2;0.784;10;6.0;74843;15;21200	10100	00120	22100	00000	; ;
61;12;MINIMAX_T;1;0.3;5;10.0;264005;14;21200	10120	00120	22100	00000	; ;
61;13;MCTS;2;0.333;4;10.0;14863;13;21200	10120	00120	22110	00000	; ;
61;14;MINIMAX_T;1;0.128;5;8.0;108385;12;21200	10120	00120	22110	20000	; ;
61;15;MCTS;2;0.141;4;8.0;8481;11;21200	10120	00120	22110	20010	; ;
61;16;MINIMAX_T;1;0.032;5;6.0;36101;10;21200	10120	00122	22110	20010	; ;
61;17;MCTS;2;0.047;4;6.0;3495;9;21200	10120	00122	22110	20110	; ;
61;18;MINIMAX_T;1;0.0;5;4.0;8801;8;21200	10122	00122	22110	20110	; ;
61;19;MCTS;2;0.016;4;4.0;410;7;21200	10122	00122	22110	20111	; ;
61;20;MINIMAX_T;1;0.0;5;2.0;1237;6;21220	10122	00122	22110	20111	; ;
61;21;MCTS;2;0.016;5;1.0;326;5;21220	10122	01122	22110	20111	; ;
61;22;MINIMAX_T;1;0.0;5;1.0;65;4;21220	10122	01122	22112	20111	; ;
61;23;MCTS;2;0.015;3;1.0;16;3;21221	10122	01122	22112	20111	; ;
61;24;MINIMAX_T;1;0.0;5;1.0;5;2;21221	10122	01122	22112	22111	; ;
61;25;MCTS;2;0.016;1;1.0;2;1;21221	11122	01122	22112	22111	;EMPATE;
62;1;MINIMAX_T;1;1.203;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
62;2;MCTS;2;1.211;11;16.0;54633;23;02000	00000	00100	00000	00000	; ;
62;3;MINIMAX_T;1;3.648;5;19.0;2091504;22;20000	00001	00100	00000	00000	; ;
62;4;MCTS;2;3.649;10;13.0;268675;21;20000	00000	00102	00010	00000	; ;
62;5;MINIMAX_T;1;4.466;5;17.0;2572636;21;22000	00000	00100	00010	00000	; ;
62;6;MCTS;2;4.467;8;13.0;352961;20;22000	00000	00110	00010	00000	; ;
62;7;MINIMAX_T;1;4.1;5;15.0;1334446;19;22020	00000	00110	00010	00000	; ;
62;8;MCTS;2;4.101;10;9.0;256219;18;22120	00000	00110	00010	00000	; ;
62;9;MINIMAX_T;1;1.287;5;13.0;792742;17;22120	00000	20110	00010	00000	; ;
62;10;MCTS;2;1.303;10;7.0;115788;16;22120	00000	20110	00110	00000	; ;
62;11;MINIMAX_T;1;0.614;5;11.0;388880;15;22120	00200	20110	00110	00000	; ;
62;12;MCTS;2;0.616;8;7.0;64230;14;22120	00200	20110	01110	00000	; ;
62;13;MINIMAX_T;1;0.189;5;9.0;146454;13;22120	00200	20110	21110	00000	; ;
62;14;MCTS;2;0.198;5;8.0;9083;12;22120	10200	20110	21110	00000	; ;
62;15;MINIMAX_T;1;0.11;5;7.0;64460;11;22122	10200	20110	21110	00000	; ;
62;16;MCTS;2;0.111;5;6.0;7898;10;22122	10200	21110	21110	00000	; ;
62;17;MINIMAX_T;1;0.038;5;5.0;18730;9;22122	10200	21110	21110	00020	; ;
62;18;MCTS;2;0.048;5;4.0;3887;8;22122	10200	21110	21110	01020	; ;
62;19;MINIMAX_T;1;0.0;5;3.0;3620;7;22122	10200	21112	21110	01020	; ;
62;20;MCTS;2;0.016;6;1.0;1957;6;22122	11200	21112	21110	01020	; ;
62;21;MINIMAX_T;1;0.0;5;1.0;326;5;22122	11200	21112	21112	01020	; ;
62;22;MCTS;2;0.015;4;1.0;65;4;22122	11201	21112	21112	01020	; ;
62;23;MINIMAX_T;1;0.0;5;1.0;16;3;22122	11201	21112	21112	01022	; ;
62;24;MCTS;2;0.001;2;1.0;5;2;22122	11201	21112	21112	11022	; ;
62;25;MINIMAX_T;1;0.0;5;1.0;2;1;22122	11221	21112	21112	11022	;EMPATE;
63;1;MCTS;2;0.014;4;19.0;238;24;02000	00000	00000	00000	00000	; ;
63;2;MINIMAX_T;1;0.998;5;19.0;659933;23;01000	00000	00200	00000	00000	; ;
63;3;MCTS;2;0.999;9;15.0;74190;22;00000	00100	00200	00000	20000	; ;
63;4;MINIMAX_T;1;6.334;5;18.0;3230994;22;20000	00100	00200	00000	00000	; ;
63;5;MCTS;2;6.335;8;14.0;481428;20;20002	00100	01200	00000	00000	; ;
